User Name: John Doe
Account Number: 123456789
Bank: ABC Bank
Branch: New York
IFSC: ABCD0123456

Date,Transaction ID,Description,Debit,Credit,Balance
2026-01-28,TXN084,Salary,,3644.64,-6240.93
2026-01-01,TXN085,Subscription,1929.19,,-8170.12
2026-01-02,TXN086,Money Transfer,1847.95,,-10018.07
2026-01-03,TXN087,Grocery Store,453.66,,-10471.73
2026-01-04,TXN088,Refund,,974.65,-9497.08
2026-01-05,TXN089,Refund,,873.01,-8624.07
2026-01-06,TXN090,Restaurant,1373.67,,-9997.74
2026-01-07,TXN091,Subscription,1530.14,,-11527.88
2026-01-08,TXN092,Refund,,3874.89,-7652.99
2026-01-09,TXN093,Salary,,2133.42,-5519.57
2026-01-10,TXN094,Grocery Store,1393.71,,-6913.28
2026-01-11,TXN095,Money Transfer,165.36,,-7078.64
2026-01-12,TXN096,Grocery Store,871.52,,-7950.16
2026-01-13,TXN097,Restaurant,1939.56,,-9889.72
2026-01-14,TXN098,Grocery Store,136.79,,-10026.51
2026-01-15,TXN099,Subscription,458.66,,-10485.17
2026-01-16,TXN100,Salary,,500.56,-9984.61
