User Name: Kabir Das
Account Number: 111111009
Bank: City Bank
Branch: Denver
IFSC: BANK0000009

Date,Transaction ID,Description,Debit,Credit,Balance
2026-09-14,TXN09042,ATM Withdrawal,286.6,,3024.34
2026-09-15,TXN09043,Subscription,834.62,,2189.72
2026-09-16,TXN09044,Electricity Bill,365.39,,1824.33
2026-09-17,TXN09045,Refund,,693.64,2517.97
2026-09-18,TXN09046,Restaurant,1699.05,,818.92
2026-09-19,TXN09047,Refund,,3156.17,3975.09
2026-09-20,TXN09048,Subscription,219.14,,3755.95
2026-09-21,TXN09049,Restaurant,264.43,,3491.52
2026-09-22,TXN09050,Money Transfer,762.86,,2728.66
2026-09-23,TXN09051,Electricity Bill,834.23,,1894.43
2026-09-24,TXN09052,Money Transfer,1504.11,,390.32
2026-09-25,TXN09053,Mobile Recharge,1608.77,,-1218.45
2026-09-26,TXN09054,Restaurant,51.2,,-1269.65
2026-09-27,TXN09055,Salary,,1460.42,190.77
2026-09-28,TXN09056,Insurance Payment,575.79,,-385.02
2026-09-01,TXN09057,Salary,,1882.19,1497.17
2026-09-02,TXN09058,Grocery Store,250.99,,1246.18
2026-09-03,TXN09059,ATM Withdrawal,99.51,,1146.67
2026-09-04,TXN09060,Refund,,4133.97,5280.64
2026-09-05,TXN09061,Insurance Payment,724.85,,4555.79
2026-09-06,TXN09062,Electricity Bill,1153.75,,3402.04
2026-09-07,TXN09063,Salary,,2412.53,5814.57
2026-09-08,TXN09064,Electricity Bill,236.76,,5577.81
2026-09-09,TXN09065,Mobile Recharge,1044.26,,4533.55
2026-09-10,TXN09066,Refund,,2162.12,6695.67
2026-09-11,TXN09067,Fuel,616.08,,6079.59
2026-09-12,TXN09068,Subscription,1694.38,,4385.21
2026-09-13,TXN09069,Grocery Store,107.28,,4277.93
2026-09-14,TXN09070,Online Shopping,562.77,,3715.16
2026-09-15,TXN09071,Online Shopping,1973.02,,1742.14
2026-09-16,TXN09072,Money Transfer,339.22,,1402.92
2026-09-17,TXN09073,ATM Withdrawal,168.78,,1234.14
2026-09-18,TXN09074,Electricity Bill,1583.83,,-349.69
2026-09-19,TXN09075,Grocery Store,1242.52,,-1592.21
2026-09-20,TXN09076,Restaurant,605.77,,-2197.98
2026-09-21,TXN09077,Insurance Payment,1145.77,,-3343.75
2026-09-22,TXN09078,Online Shopping,1925.45,,-5269.2
2026-09-23,TXN09079,Subscription,1134.12,,-6403.32
2026-09-24,TXN09080,Subscription,279.97,,-6683.29
2026-09-25,TXN09081,Mobile Recharge,930.23,,-7613.52
2026-09-26,TXN09082,Subscription,1145.75,,-8759.27
2026-09-27,TXN09083,Mobile Recharge,1196.94,,-9956.21
2026-09-28,TXN09084,Online Shopping,1343.22,,-11299.43
2026-09-01,TXN09085,Grocery Store,1554.82,,-12854.25
2026-09-02,TXN09086,Money Transfer,1014.15,,-13868.4
2026-09-03,TXN09087,Salary,,4654.35,-9214.05
2026-09-04,TXN09088,Grocery Store,1081.23,,-10295.28
2026-09-05,TXN09089,Online Shopping,1606.9,,-11902.18
2026-09-06,TXN09090,Salary,,1230.01,-10672.17
2026-09-07,TXN09091,Electricity Bill,1725.26,,-12397.43
2026-09-08,TXN09092,Electricity Bill,392.91,,-12790.34
2026-09-09,TXN09093,Insurance Payment,1203.47,,-13993.81
2026-09-10,TXN09094,Refund,,2247.28,-11746.53
2026-09-11,TXN09095,Online Shopping,1119.81,,-12866.34
2026-09-12,TXN09096,Money Transfer,1895.55,,-14761.89
2026-09-13,TXN09097,Refund,,799.62,-13962.27
2026-09-14,TXN09098,Fuel,106.11,,-14068.38
2026-09-15,TXN09099,Money Transfer,1783.54,,-15851.92
2026-09-16,TXN09100,Refund,,1889.43,-13962.49
