User Name: Myra Nair
Account Number: 111111006
Bank: United Bank
Branch: Seattle
IFSC: BANK0000006

Date,Transaction ID,Description,Debit,Credit,Balance
2026-06-05,TXN06061,Electricity Bill,549.81,,-14458.97
2026-06-06,TXN06062,Insurance Payment,692.41,,-15151.38
2026-06-07,TXN06063,Refund,,1646.44,-13504.94
2026-06-08,TXN06064,Mobile Recharge,1857.51,,-15362.45
2026-06-09,TXN06065,Mobile Recharge,1243.75,,-16606.2
2026-06-10,TXN06066,Grocery Store,1224.85,,-17831.05
2026-06-11,TXN06067,Fuel,983.15,,-18814.2
2026-06-12,TXN06068,Online Shopping,1456.49,,-20270.69
2026-06-13,TXN06069,Insurance Payment,646.06,,-20916.75
2026-06-14,TXN06070,Insurance Payment,680.61,,-21597.36
2026-06-15,TXN06071,Fuel,367.91,,-21965.27
2026-06-16,TXN06072,Money Transfer,783.28,,-22748.55
2026-06-17,TXN06073,Money Transfer,568.32,,-23316.87
2026-06-18,TXN06074,Fuel,826.65,,-24143.52
2026-06-19,TXN06075,Insurance Payment,1472.15,,-25615.67
2026-06-20,TXN06076,Online Shopping,1876.39,,-27492.06
2026-06-21,TXN06077,Grocery Store,1141.73,,-28633.79
2026-06-22,TXN06078,Money Transfer,926.25,,-29560.04
2026-06-23,TXN06079,ATM Withdrawal,406.03,,-29966.07
2026-06-24,TXN06080,Money Transfer,1558.47,,-31524.54
2026-06-25,TXN06081,Salary,,3569.43,-27955.11
2026-06-26,TXN06082,Restaurant,755.92,,-28711.03
2026-06-27,TXN06083,Insurance Payment,1714.31,,-30425.34
2026-06-28,TXN06084,ATM Withdrawal,1842.58,,-32267.92
2026-06-01,TXN06085,Online Shopping,1897.41,,-34165.33
2026-06-02,TXN06086,Money Transfer,78.91,,-34244.24
2026-06-03,TXN06087,Refund,,2712.62,-31531.62
2026-06-04,TXN06088,Insurance Payment,502.53,,-32034.15
2026-06-05,TXN06089,Restaurant,755.85,,-32790.0
2026-06-06,TXN06090,Online Shopping,1377.78,,-34167.78
2026-06-07,TXN06091,Electricity Bill,1232.83,,-35400.61
2026-06-08,TXN06092,Online Shopping,123.48,,-35524.09
2026-06-09,TXN06093,Fuel,239.78,,-35763.87
2026-06-10,TXN06094,Salary,,703.69,-35060.18
2026-06-11,TXN06095,Insurance Payment,952.29,,-36012.47
2026-06-12,TXN06096,Salary,,3331.39,-32681.08
2026-06-13,TXN06097,Subscription,1125.28,,-33806.36
2026-06-14,TXN06098,Money Transfer,1673.69,,-35480.05
2026-06-15,TXN06099,Salary,,1224.76,-34255.29
2026-06-16,TXN06100,Fuel,1827.23,,-36082.52
