User Name: Vihaan Kapoor
Account Number: 111111013
Bank: Pioneer Bank
Branch: Portland
IFSC: BANK0000013

Date,Transaction ID,Description,Debit,Credit,Balance
2026-01-16,TXN13072,Grocery Store,1607.68,,-23501.99
2026-01-17,TXN13073,Mobile Recharge,1027.68,,-24529.67
2026-01-18,TXN13074,Online Shopping,1489.83,,-26019.5
2026-01-19,TXN13075,Grocery Store,879.45,,-26898.95
2026-01-20,TXN13076,Electricity Bill,554.17,,-27453.12
2026-01-21,TXN13077,Money Transfer,509.75,,-27962.87
2026-01-22,TXN13078,Electricity Bill,1204.58,,-29167.45
2026-01-23,TXN13079,Mobile Recharge,447.5,,-29614.95
2026-01-24,TXN13080,Restaurant,879.57,,-30494.52
2026-01-25,TXN13081,Restaurant,825.39,,-31319.91
2026-01-26,TXN13082,Salary,,808.6,-30511.31
2026-01-27,TXN13083,ATM Withdrawal,1219.63,,-31730.94
2026-01-28,TXN13084,ATM Withdrawal,1324.01,,-33054.95
2026-01-01,TXN13085,Grocery Store,421.34,,-33476.29
2026-01-02,TXN13086,Insurance Payment,1983.42,,-35459.71
2026-01-03,TXN13087,Mobile Recharge,699.09,,-36158.8
2026-01-04,TXN13088,Grocery Store,1079.71,,-37238.51
2026-01-05,TXN13089,Online Shopping,339.32,,-37577.83
2026-01-06,TXN13090,ATM Withdrawal,268.27,,-37846.1
2026-01-07,TXN13091,Online Shopping,475.64,,-38321.74
2026-01-08,TXN13092,Grocery Store,1226.31,,-39548.05
2026-01-09,TXN13093,Grocery Store,115.08,,-39663.13
2026-01-10,TXN13094,Online Shopping,244.34,,-39907.47
2026-01-11,TXN13095,Insurance Payment,911.65,,-40819.12
2026-01-12,TXN13096,Money Transfer,1980.21,,-42799.33
2026-01-13,TXN13097,ATM Withdrawal,734.53,,-43533.86
2026-01-14,TXN13098,Grocery Store,302.24,,-43836.1
2026-01-15,TXN13099,ATM Withdrawal,679.29,,-44515.39
2026-01-16,TXN13100,Refund,,3828.46,-40686.93
