User Name: Ananya Iyer
Account Number: 111111002
Bank: XYZ Bank
Branch: Los Angeles
IFSC: BANK0000002

Date,Transaction ID,Description,Debit,Credit,Balance
2026-02-03,TXN02059,ATM Withdrawal,756.6,,-15342.51
2026-02-04,TXN02060,Online Shopping,536.53,,-15879.04
2026-02-05,TXN02061,ATM Withdrawal,211.66,,-16090.7
2026-02-06,TXN02062,Salary,,614.05,-15476.65
2026-02-07,TXN02063,Subscription,1841.33,,-17317.98
2026-02-08,TXN02064,Restaurant,548.6,,-17866.58
2026-02-09,TXN02065,Online Shopping,1482.83,,-19349.41
2026-02-10,TXN02066,Refund,,3611.73,-15737.68
2026-02-11,TXN02067,Mobile Recharge,1199.44,,-16937.12
2026-02-12,TXN02068,Electricity Bill,345.27,,-17282.39
2026-02-13,TXN02069,ATM Withdrawal,58.18,,-17340.57
2026-02-14,TXN02070,Money Transfer,1274.12,,-18614.69
2026-02-15,TXN02071,Subscription,270.57,,-18885.26
2026-02-16,TXN02072,Restaurant,1003.08,,-19888.34
2026-02-17,TXN02073,Grocery Store,924.87,,-20813.21
2026-02-18,TXN02074,Money Transfer,1492.9,,-22306.11
2026-02-19,TXN02075,Grocery Store,1523.54,,-23829.65
2026-02-20,TXN02076,Money Transfer,1425.42,,-25255.07
2026-02-21,TXN02077,Insurance Payment,1919.63,,-27174.7
2026-02-22,TXN02078,Salary,,3473.73,-23700.97
2026-02-23,TXN02079,Restaurant,1684.88,,-25385.85
2026-02-24,TXN02080,ATM Withdrawal,923.25,,-26309.1
2026-02-25,TXN02081,Online Shopping,1060.66,,-27369.76
2026-02-26,TXN02082,Mobile Recharge,999.5,,-28369.26
2026-02-27,TXN02083,Restaurant,330.47,,-28699.73
2026-02-28,TXN02084,Restaurant,555.24,,-29254.97
2026-02-01,TXN02085,Money Transfer,1942.83,,-31197.8
2026-02-02,TXN02086,Fuel,85.16,,-31282.96
2026-02-03,TXN02087,Refund,,4815.5,-26467.46
2026-02-04,TXN02088,Fuel,160.72,,-26628.18
2026-02-05,TXN02089,ATM Withdrawal,306.82,,-26935.0
2026-02-06,TXN02090,Online Shopping,236.95,,-27171.95
2026-02-07,TXN02091,Fuel,501.73,,-27673.68
2026-02-08,TXN02092,Subscription,1871.55,,-29545.23
2026-02-09,TXN02093,Electricity Bill,503.32,,-30048.55
2026-02-10,TXN02094,Insurance Payment,193.42,,-30241.97
2026-02-11,TXN02095,Salary,,3160.57,-27081.4
2026-02-12,TXN02096,Money Transfer,1593.59,,-28674.99
2026-02-13,TXN02097,Money Transfer,1433.52,,-30108.51
2026-02-14,TXN02098,Grocery Store,1384.89,,-31493.4
2026-02-15,TXN02099,Grocery Store,1076.07,,-32569.47
2026-02-16,TXN02100,ATM Withdrawal,344.68,,-32914.15
