User Name: Arjun Mehta
Account Number: 111111007
Bank: Capital Bank
Branch: Boston
IFSC: BANK0000007

Date,Transaction ID,Description,Debit,Credit,Balance
2026-07-25,TXN07081,Money Transfer,344.97,,-13330.89
2026-07-26,TXN07082,Salary,,4770.27,-8560.62
2026-07-27,TXN07083,Money Transfer,99.73,,-8660.35
2026-07-28,TXN07084,Electricity Bill,1247.43,,-9907.78
2026-07-01,TXN07085,Online Shopping,1287.1,,-11194.88
2026-07-02,TXN07086,Restaurant,1224.44,,-12419.32
2026-07-03,TXN07087,Insurance Payment,289.54,,-12708.86
2026-07-04,TXN07088,Insurance Payment,1986.55,,-14695.41
2026-07-05,TXN07089,Insurance Payment,986.77,,-15682.18
2026-07-06,TXN07090,Grocery Store,217.48,,-15899.66
2026-07-07,TXN07091,Salary,,3873.53,-12026.13
2026-07-08,TXN07092,Subscription,566.28,,-12592.41
2026-07-09,TXN07093,Subscription,364.81,,-12957.22
2026-07-10,TXN07094,ATM Withdrawal,450.17,,-13407.39
2026-07-11,TXN07095,Refund,,2127.89,-11279.5
2026-07-12,TXN07096,Subscription,1109.19,,-12388.69
2026-07-13,TXN07097,ATM Withdrawal,1528.38,,-13917.07
2026-07-14,TXN07098,Grocery Store,1958.08,,-15875.15
2026-07-15,TXN07099,Salary,,3632.89,-12242.26
2026-07-16,TXN07100,Grocery Store,1060.87,,-13303.13
