User Name: Diya Reddy
Account Number: 111111004
Bank: Metro Bank
Branch: Houston
IFSC: BANK0000004

Date,Transaction ID,Description,Debit,Credit,Balance
2026-04-01,TXN04057,Online Shopping,696.05,,-26681.66
2026-04-02,TXN04058,ATM Withdrawal,758.48,,-27440.14
2026-04-03,TXN04059,Insurance Payment,380.66,,-27820.8
2026-04-04,TXN04060,Restaurant,1994.51,,-29815.31
2026-04-05,TXN04061,Money Transfer,239.35,,-30054.66
2026-04-06,TXN04062,Electricity Bill,876.71,,-30931.37
2026-04-07,TXN04063,Electricity Bill,271.56,,-31202.93
2026-04-08,TXN04064,ATM Withdrawal,157.78,,-31360.71
2026-04-09,TXN04065,Online Shopping,1211.29,,-32572.0
2026-04-10,TXN04066,Online Shopping,1232.71,,-33804.71
2026-04-11,TXN04067,Refund,,2708.0,-31096.71
2026-04-12,TXN04068,Electricity Bill,676.79,,-31773.5
2026-04-13,TXN04069,ATM Withdrawal,288.43,,-32061.93
2026-04-14,TXN04070,Refund,,1818.08,-30243.85
2026-04-15,TXN04071,Mobile Recharge,1320.64,,-31564.49
2026-04-16,TXN04072,Electricity Bill,981.64,,-32546.13
2026-04-17,TXN04073,Electricity Bill,905.69,,-33451.82
2026-04-18,TXN04074,Insurance Payment,121.89,,-33573.71
2026-04-19,TXN04075,Mobile Recharge,914.83,,-34488.54
2026-04-20,TXN04076,Fuel,1784.14,,-36272.68
2026-04-21,TXN04077,Electricity Bill,1022.23,,-37294.91
2026-04-22,TXN04078,ATM Withdrawal,121.77,,-37416.68
2026-04-23,TXN04079,Grocery Store,522.66,,-37939.34
2026-04-24,TXN04080,Electricity Bill,1556.02,,-39495.36
2026-04-25,TXN04081,Mobile Recharge,1745.93,,-41241.29
2026-04-26,TXN04082,Online Shopping,683.78,,-41925.07
2026-04-27,TXN04083,Restaurant,1152.42,,-43077.49
2026-04-28,TXN04084,Money Transfer,835.78,,-43913.27
2026-04-01,TXN04085,Fuel,1325.25,,-45238.52
2026-04-02,TXN04086,Subscription,1502.22,,-46740.74
2026-04-03,TXN04087,Insurance Payment,805.57,,-47546.31
2026-04-04,TXN04088,Mobile Recharge,461.3,,-48007.61
2026-04-05,TXN04089,Money Transfer,1804.54,,-49812.15
2026-04-06,TXN04090,Online Shopping,706.35,,-50518.5
2026-04-07,TXN04091,Fuel,968.9,,-51487.4
2026-04-08,TXN04092,Fuel,664.32,,-52151.72
2026-04-09,TXN04093,Mobile Recharge,1079.65,,-53231.37
2026-04-10,TXN04094,Fuel,1612.72,,-54844.09
2026-04-11,TXN04095,Grocery Store,710.13,,-55554.22
2026-04-12,TXN04096,Mobile Recharge,1914.74,,-57468.96
2026-04-13,TXN04097,Salary,,4363.74,-53105.22
2026-04-14,TXN04098,Grocery Store,1925.46,,-55030.68
2026-04-15,TXN04099,Fuel,422.95,,-55453.63
2026-04-16,TXN04100,Mobile Recharge,1802.99,,-57256.62
