User Name: Sara Khan
Account Number: 111111008
Bank: Trust Bank
Branch: Austin
IFSC: BANK0000008

Date,Transaction ID,Description,Debit,Credit,Balance
2026-08-10,TXN08038,Electricity Bill,1820.41,,-4547.21
2026-08-11,TXN08039,Grocery Store,719.3,,-5266.51
2026-08-12,TXN08040,Grocery Store,115.62,,-5382.13
2026-08-13,TXN08041,Grocery Store,785.01,,-6167.14
2026-08-14,TXN08042,Subscription,1788.36,,-7955.5
2026-08-15,TXN08043,Online Shopping,1332.01,,-9287.51
2026-08-16,TXN08044,Salary,,1247.82,-8039.69
2026-08-17,TXN08045,Fuel,1711.61,,-9751.3
2026-08-18,TXN08046,ATM Withdrawal,443.53,,-10194.83
2026-08-19,TXN08047,Online Shopping,635.09,,-10829.92
2026-08-20,TXN08048,ATM Withdrawal,1603.01,,-12432.93
2026-08-21,TXN08049,Mobile Recharge,716.54,,-13149.47
2026-08-22,TXN08050,Online Shopping,1159.8,,-14309.27
2026-08-23,TXN08051,Electricity Bill,321.12,,-14630.39
2026-08-24,TXN08052,Money Transfer,919.8,,-15550.19
2026-08-25,TXN08053,Mobile Recharge,206.27,,-15756.46
2026-08-26,TXN08054,Salary,,1799.35,-13957.11
2026-08-27,TXN08055,Salary,,653.15,-13303.96
2026-08-28,TXN08056,Fuel,257.72,,-13561.68
2026-08-01,TXN08057,Refund,,2872.78,-10688.9
2026-08-02,TXN08058,Online Shopping,1625.01,,-12313.91
2026-08-03,TXN08059,Refund,,2697.08,-9616.83
2026-08-04,TXN08060,Online Shopping,1961.14,,-11577.97
2026-08-05,TXN08061,Salary,,1353.56,-10224.41
2026-08-06,TXN08062,Online Shopping,714.55,,-10938.96
2026-08-07,TXN08063,Fuel,1168.66,,-12107.62
2026-08-08,TXN08064,Subscription,633.85,,-12741.47
2026-08-09,TXN08065,Restaurant,1931.68,,-14673.15
2026-08-10,TXN08066,ATM Withdrawal,1309.4,,-15982.55
2026-08-11,TXN08067,Insurance Payment,459.66,,-16442.21
2026-08-12,TXN08068,Money Transfer,114.59,,-16556.8
2026-08-13,TXN08069,Money Transfer,385.35,,-16942.15
2026-08-14,TXN08070,Restaurant,1941.24,,-18883.39
2026-08-15,TXN08071,Insurance Payment,285.85,,-19169.24
2026-08-16,TXN08072,Electricity Bill,1230.53,,-20399.77
2026-08-17,TXN08073,Insurance Payment,1632.19,,-22031.96
2026-08-18,TXN08074,Online Shopping,793.12,,-22825.08
2026-08-19,TXN08075,Salary,,3113.31,-19711.77
2026-08-20,TXN08076,Insurance Payment,1313.43,,-21025.2
2026-08-21,TXN08077,Subscription,906.99,,-21932.19
2026-08-22,TXN08078,Subscription,226.33,,-22158.52
2026-08-23,TXN08079,Insurance Payment,1149.53,,-23308.05
2026-08-24,TXN08080,Restaurant,937.91,,-24245.96
2026-08-25,TXN08081,ATM Withdrawal,435.14,,-24681.1
2026-08-26,TXN08082,Insurance Payment,267.22,,-24948.32
2026-08-27,TXN08083,Electricity Bill,1464.02,,-26412.34
2026-08-28,TXN08084,Subscription,1221.26,,-27633.6
2026-08-01,TXN08085,ATM Withdrawal,1327.66,,-28961.26
2026-08-02,TXN08086,Mobile Recharge,1079.36,,-30040.62
2026-08-03,TXN08087,Subscription,1523.48,,-31564.1
2026-08-04,TXN08088,Refund,,4186.72,-27377.38
2026-08-05,TXN08089,Money Transfer,441.32,,-27818.7
2026-08-06,TXN08090,Electricity Bill,682.01,,-28500.71
2026-08-07,TXN08091,Mobile Recharge,1500.7,,-30001.41
2026-08-08,TXN08092,Fuel,432.54,,-30433.95
2026-08-09,TXN08093,Grocery Store,1245.68,,-31679.63
2026-08-10,TXN08094,Salary,,3844.8,-27834.83
2026-08-11,TXN08095,Mobile Recharge,486.15,,-28320.98
2026-08-12,TXN08096,Grocery Store,205.26,,-28526.24
2026-08-13,TXN08097,Mobile Recharge,1954.77,,-30481.01
2026-08-14,TXN08098,Restaurant,1623.22,,-32104.23
2026-08-15,TXN08099,Subscription,1708.44,,-33812.67
2026-08-16,TXN08100,Refund,,1859.77,-31952.9
